# emoji-sequences.txt
# Date: 2024-05-01, 21:25:24 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 16.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following:
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       RGI_Emoji_Flag_Sequence
#       RGI_Emoji_Tag_Sequence
#       RGI_Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, each of the type fields defines the name of
# a binary property of strings. The short name of each property is the same as the long name.
#
# For the purpose of regular expressions, the property RGI_Emoji is defined as
# a binary property of strings corresponding to ED-27 in UTS #51 Unicode Emoji.
# That is, it is the union of the above properties plus RGI_Emoji_ZWJ_Sequence,
# whose data is in emoji-zwj-sequences.txt.
# The short name of RGI_Emoji is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1F46B 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; woman and man holding hands: light skin tone                   # E12.0  [1] (👫🏻)
1F46B 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; woman and man holding hands: medium-light skin tone            # E12.0  [1] (👫🏼)
1F46B 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; woman and man holding hands: medium skin tone                  # E12.0  [1] (👫🏽)
1F46B 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; woman and man holding hands: medium-dark skin tone             # E12.0  [1] (👫🏾)
1F46B 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; woman and man holding hands: dark skin tone                    # E12.0  [1] (👫🏿)
1F46C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; men holding hands: light skin tone                             # E12.0  [1] (👬🏻)
1F46C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; men holding hands: medium-light skin tone                      # E12.0  [1] (👬🏼)
1F46C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; men holding hands: medium skin tone                            # E12.0  [1] (👬🏽)
1F46C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; men holding hands: medium-dark skin tone                       # E12.0  [1] (👬🏾)
1F46C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; men holding hands: dark skin tone                              # E12.0  [1] (👬🏿)
1F46D 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; women holding hands: light skin tone                           # E12.0  [1] (👭🏻)
1F46D 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; women holding hands: medium-light skin tone                    # E12.0  [1] (👭🏼)
1F46D 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; women holding hands: medium skin tone                          # E12.0  [1] (👭🏽)
1F46D 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; women holding hands: medium-dark skin tone                     # E12.0  [1] (👭🏾)
1F46D 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; women holding hands: dark skin tone                            # E12.0  [1] (👭🏿)
1F46E 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; police officer: light skin tone                                # E1.0   [1] (👮🏻)
1F46E 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; police officer: medium-light skin tone                         # E1.0   [1] (👮🏼)
1F46E 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; police officer: medium skin tone                               # E1.0   [1] (👮🏽)
1F46E 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; police officer: medium-dark skin tone                          # E1.0   [1] (👮🏾)
1F46E 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; police officer: dark skin tone                                 # E1.0   [1] (👮🏿)
1F470 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person with veil: light skin tone                              # E1.0   [1] (👰🏻)
1F470 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person with veil: medium-light skin tone                       # E1.0   [1] (👰🏼)
1F470 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person with veil: medium skin tone                             # E1.0   [1] (👰🏽)
1F470 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person with veil: medium-dark skin tone                        # E1.0   [1] (👰🏾)
1F470 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person with veil: dark skin tone                               # E1.0   [1] (👰🏿)
1F471 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person: light skin tone, blond hair                            # E1.0   [1] (👱🏻)
1F471 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person: medium-light skin tone, blond hair                     # E1.0   [1] (👱🏼)
1F471 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person: medium skin tone, blond hair                           # E1.0   [1] (👱🏽)
1F471 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person: medium-dark skin tone, blond hair                      # E1.0   [1] (👱🏾)
1F471 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person: dark skin tone, blond hair                             # E1.0   [1] (👱🏿)
1F472 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person with skullcap: light skin tone                          # E1.0   [1] (👲🏻)
1F472 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person with skullcap: medium-light skin tone                   # E1.0   [1] (👲🏼)
1F472 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person with skullcap: medium skin tone                         # E1.0   [1] (👲🏽)
1F472 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person with skullcap: medium-dark skin tone                    # E1.0   [1] (👲🏾)
1F472 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person with skullcap: dark skin tone                           # E1.0   [1] (👲🏿)
1F473 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person wearing turban: light skin tone                         # E1.0   [1] (👳🏻)
1F473 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person wearing turban: medium-light skin tone                  # E1.0   [1] (👳🏼)
1F473 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person wearing turban: medium skin tone                        # E1.0   [1] (👳🏽)
1F473 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person wearing turban: medium-dark skin tone                   # E1.0   [1] (👳🏾)
1F473 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person wearing turban: dark skin tone                          # E1.0   [1] (👳🏿)
1F474 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; old man: light skin tone                                       # E1.0   [1] (👴🏻)
1F474 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; old man: medium-light skin tone                                # E1.0   [1] (👴🏼)
1F474 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; old man: medium skin tone                                      # E1.0   [1] (👴🏽)
1F474 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; old man: medium-dark skin tone                                 # E1.0   [1] (👴🏾)
1F474 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; old man: dark skin tone                                        # E1.0   [1] (👴🏿)
1F475 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; old woman: light skin tone                                     # E1.0   [1] (👵🏻)
1F475 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; old woman: medium-light skin tone                              # E1.0   [1] (👵🏼)
1F475 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; old woman: medium skin tone                                    # E1.0   [1] (👵🏽)
1F475 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; old woman: medium-dark skin tone                               # E1.0   [1] (👵🏾)
1F475 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; old woman: dark skin tone                                      # E1.0   [1] (👵🏿)
1F476 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; baby: light skin tone                                          # E1.0   [1] (👶🏻)
1F476 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; baby: medium-light skin tone                                   # E1.0   [1] (👶🏼)
1F476 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; baby: medium skin tone                                         # E1.0   [1] (👶🏽)
1F476 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; baby: medium-dark skin tone                                    # E1.0   [1] (👶🏾)
1F476 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; baby: dark skin tone                                           # E1.0   [1] (👶🏿)
1F477 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; construction worker: light skin tone                           # E1.0   [1] (👷🏻)
1F477 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; construction worker: medium-light skin tone                    # E1.0   [1] (👷🏼)
1F477 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; construction worker: medium skin tone                          # E1.0   [1] (👷🏽)
1F477 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; construction worker: medium-dark skin tone                     # E1.0   [1] (👷🏾)
1F477 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; construction worker: dark skin tone                            # E1.0   [1] (👷🏿)
1F478 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; princess: light skin tone                                      # E1.0   [1] (👸🏻)
1F478 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; princess: medium-light skin tone                               # E1.0   [1] (👸🏼)
1F478 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; princess: medium skin tone                                     # E1.0   [1] (👸🏽)
1F478 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; princess: medium-dark skin tone                                # E1.0   [1] (👸🏾)
1F478 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; princess: dark skin tone                                       # E1.0   [1] (👸🏿)
1F47C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; baby angel: light skin tone                                    # E1.0   [1] (👼🏻)
1F47C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; baby angel: medium-light skin tone                             # E1.0   [1] (👼🏼)
1F47C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; baby angel: medium skin tone                                   # E1.0   [1] (👼🏽)
1F47C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; baby angel: medium-dark skin tone                              # E1.0   [1] (👼🏾)
1F47C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; baby angel: dark skin tone                                     # E1.0   [1] (👼🏿)
1F481 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: light skin tone                           # E1.0   [1] (💁🏻)
1F481 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: medium-light skin tone                    # E1.0   [1] (💁🏼)
1F481 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: medium skin tone                          # E1.0   [1] (💁🏽)
1F481 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: medium-dark skin tone                     # E1.0   [1] (💁🏾)
1F481 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: dark skin tone                            # E1.0   [1] (💁🏿)
1F482 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; guard: light skin tone                                         # E1.0   [1] (💂🏻)
1F482 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; guard: medium-light skin tone                                  # E1.0   [1] (💂🏼)
1F482 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; guard: medium skin tone                                        # E1.0   [1] (💂🏽)
1F482 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; guard: medium-dark skin tone                                   # E1.0   [1] (💂🏾)
1F482 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; guard: dark skin tone                                          # E1.0   [1] (💂🏿)
1F483 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: light skin tone                                 # E1.0   [1] (💃🏻)
1F483 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: medium-light skin tone                          # E1.0   [1] (💃🏼)
1F483 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: medium skin tone                                # E1.0   [1] (💃🏽)
1F483 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: medium-dark skin tone                           # E1.0   [1] (💃🏾)
1F483 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: dark skin tone                                  # E1.0   [1] (💃🏿)
1F485 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; nail polish: light skin tone                                   # E1.0   [1] (💅🏻)
1F485 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; nail polish: medium-light skin tone                            # E1.0   [1] (💅🏼)
1F485 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; nail polish: medium skin tone                                  # E1.0   [1] (💅🏽)
1F485 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; nail polish: medium-dark skin tone                             # E1.0   [1] (💅🏾)
1F485 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; nail polish: dark skin tone                                    # E1.0   [1] (💅🏿)
1F486 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: light skin tone                        # E1.0   [1] (💆🏻)
1F486 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: medium-light skin tone                 # E1.0   [1] (💆🏼)
1F486 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: medium skin tone                       # E1.0   [1] (💆🏽)
1F486 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: medium-dark skin tone                  # E1.0   [1] (💆🏾)
1F486 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: dark skin tone                         # E1.0   [1] (💆🏿)
1F487 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: light skin tone                        # E1.0   [1] (💇🏻)
1F487 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: medium-light skin tone                 # E1.0   [1] (💇🏼)
1F487 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: medium skin tone                       # E1.0   [1] (💇🏽)
1F487 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: medium-dark skin tone                  # E1.0   [1] (💇🏾)
1F487 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: dark skin tone                         # E1.0   [1] (💇🏿)
1F48F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; kiss: light skin tone                                          # E13.1  [1] (💏🏻)
1F48F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; kiss: medium-light skin tone                                   # E13.1  [1] (💏🏼)
1F48F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; kiss: medium skin tone                                         # E13.1  [1] (💏🏽)
1F48F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; kiss: medium-dark skin tone                                    # E13.1  [1] (💏🏾)
1F48F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; kiss: dark skin tone                                           # E13.1  [1] (💏🏿)
1F491 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: light skin tone                             # E13.1  [1] (💑🏻)
1F491 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: medium-light skin tone                      # E13.1  [1] (💑🏼)
1F491 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: medium skin tone                            # E13.1  [1] (💑🏽)
1F491 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: medium-dark skin tone                       # E13.1  [1] (💑🏾)
1F491 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: dark skin tone                              # E13.1  [1] (💑🏿)
1F4AA 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: light skin tone                                 # E1.0   [1] (💪🏻)
1F4AA 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: medium-light skin tone                          # E1.0   [1] (💪🏼)
1F4AA 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: medium skin tone                                # E1.0   [1] (💪🏽)
1F4AA 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: medium-dark skin tone                           # E1.0   [1] (💪🏾)
1F4AA 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: dark skin tone                                  # E1.0   [1] (💪🏿)
1F574 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: light skin tone                     # E4.0   [1] (🕴🏻)
1F574 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: medium-light skin tone              # E4.0   [1] (🕴🏼)
1F574 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: medium skin tone                    # E4.0   [1] (🕴🏽)
1F574 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: medium-dark skin tone               # E4.0   [1] (🕴🏾)
1F574 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: dark skin tone                      # E4.0   [1] (🕴🏿)
1F575 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; detective: light skin tone                                     # E2.0   [1] (🕵🏻)
1F575 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; detective: medium-light skin tone                              # E2.0   [1] (🕵🏼)
1F575 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; detective: medium skin tone                                    # E2.0   [1] (🕵🏽)
1F575 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; detective: medium-dark skin tone                               # E2.0   [1] (🕵🏾)
1F575 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; detective: dark skin tone                                      # E2.0   [1] (🕵🏿)
1F57A 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; man dancing: light skin tone                                   # E3.0   [1] (🕺🏻)
1F57A 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; man dancing: medium-light skin tone                            # E3.0   [1] (🕺🏼)
1F57A 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; man dancing: medium skin tone                                  # E3.0   [1] (🕺🏽)
1F57A 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; man dancing: medium-dark skin tone                             # E3.0   [1] (🕺🏾)
1F57A 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; man dancing: dark skin tone                                    # E3.0   [1] (🕺🏿)
1F590 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: light skin tone                     # E1.0   [1] (🖐🏻)
1F590 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: medium-light skin tone              # E1.0   [1] (🖐🏼)
1F590 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: medium skin tone                    # E1.0   [1] (🖐🏽)
1F590 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: medium-dark skin tone               # E1.0   [1] (🖐🏾)
